ARO	ID	Name	NCBI
3003070	g1566	vanXD	AY082011
3000172	g1567	FosB	AE016877.1
3001475	g1568	OXA-183	HQ111474
3003039	g1570	OprA	AB639410
3002935	g1571	vanSE	FJ872411
3001483	g1572	OXA-205	JF800667
3001159	g1573	SHV-110	HQ877615
3001627	g1575	OXA-91	DQ519086
3001412	g1576	OXA-17	DQ902344.1
3002586	g1577	AAC(6')-32	EF614235
3001170	g1578	SHV-123	GQ390805
3002723	g1579	QnrB9	EF526508
3002685	g1580	catIII	X07848
3001823	g1581	ACT-3	EF125013
3002861	g1582	dfrA5	DQ278190
3002803	g1583	QnrVC6	KC202804
3002086	g1585	CMY-73	GQ351345
3001894	g1586	CTX-M-32	AJ557142
3001405	g1587	OXA-10	AF205943
3002765	g1588	QnrB50	JX440357
3002365	g1589	PER-3	AY740681
3002742	g1590	QnrB27	HM439641
3002077	g1591	CMY-64	HQ832678
3002859	g1592	dfrA14	KF921535.1
3002070	g1593	CMY-99	KF305673
3001307	g1594	vgbA	M20129
3003440	g1595	mecB	AB498758
3001419	g1596	OXA-24	AF509241
3001061	g1597	SHV-2A	X98102
3001439	g1598	OXA-101	AM412777
3001081	g1599	SHV-23	AF117747
3002482	g1601	LRA-1	EU408346.1
3002575	g1602	AAC(6')-Iai	EU886977
3001140	g1603	SHV-86	DQ328802
3001945	g1604	CTX-M-84	FJ214367
3003101	g1605	cphA5	AY227051
3001879	g1606	CTX-M-16	AY029068
3002787	g1609	QnrC	EU917444
3001798	g1610	OXA-74	AJ854182
3002382	g1611	SME-4	KF481967
3000594	g1612	ErmR	AY623658
3002049	g1613	CMY-38	AM931008
3001054	g1614	TEM-194	JN935136
3002635	g1615	APH(2'')-IIa	AF337947
3002009	g1616	CTX-M-152	KJ461948
3002907	g1617	vanE	FJ872411
3001549	g1618	OXA-362	KF460532
3000582	g1619	L1_beta-lactamase	AJ272109
3003164	g1620	CTX-M-156	KM211509
3001103	g1621	SHV-45	AF547625
3002897	g1505	SAT-4	U01945
3000814	g1608	MexT	AE004091.2
3000801	g1523	MexD	U57969
3000569	g1584	tet(41)	AY264780.2
3002671	g1524	Lactobacillus_reuteri_cat-TC	U75299
3002965	g1622	vanWG	DQ212986
3003194	g1623	GIM-2	KM659858
3002882	g1624	lmrD	CP033607.1
3001473	g1625	OXA-179	HM570035
3002833	g1626	vgaE	FR772051
3001955	g1627	CTX-M-95	FN813245
3001193	g1628	SHV-154	JX121121
3001056	g1629	TEM-197	HQ877606
3002204	g1630	IMP-13	AJ550807
3001932	g1631	CTX-M-71	FJ815436
3001915	g1632	CTX-M-53	DQ268764
3002687	g1633	catQ	M55620
3002091	g1634	CMY-78	JQ733575
3002926	g1635	vanRG	DQ212986
3002770	g1636	QnrB57	JX259318
3002189	g1637	MOX-7	GQ152602
3002122	g1638	CMY-111	KJ155695
3001138	g1639	SHV-84	AM087453
3002179	g1640	MIR-14	KM087864
3001664	g1641	OXA-203	HQ998857
3002816	g1642	clbC	AP006627.1
3002985	g1643	arnA	AE004091.2
3001124	g1644	SHV-70	DQ013287
3001828	g1645	ACT-23	KF515536
3001003	g1646	TEM-139	DQ072853
3000808	g1647	MexI	AE004091.2
3001865	g1648	CTX-M-2	DQ125241
3002152	g1649	DHA-21	KM087847
3002026	g1650	CMY-15	AJ555823
3002553	g1651	AAC(6')-If	X55353
3002211	g1652	IMP-20	AB196988
3002559	g1653	AAC(6')-Ip	Z54241.1
3001147	g1654	SHV-95	EF373972
3000980	g1655	TEM-117	AY130282
3001940	g1656	CTX-M-79	EF426798
3002594	g1657	AAC(6')-IIa	AY123251
3002437	g1658	OKP-B-4	AM051153
3001503	g1659	OXA-258	HE614014
3001561	g1660	OXA-375	KF986256.1
3002247	g1661	CARB-8	AY178993
3002450	g1662	OKP-B-17	AM850919
3001815	g1663	ACC-1	AJ133121
3000782	g1664	adeK	AY769962
3000823	g1665	ramA	JQ727668
3002950	g1666	vanXB	U35369
3000947	g1667	TEM-80	AF347054
3002081	g1668	CMY-68	JN714480
3002963	g1669	vanZF	AF155139
3001388	g1672	TEM-211	KF513179
3002712	g1673	QnrA6	DQ151889
3002564	g1674	AAC(6')-It	AF031328
3001868	g1675	CTX-M-5	U95364
3002347	g1676	GES-18	JQ028729
3003559	g1677	cepA	U05883
3002547	g1678	AAC(6')-Ib-cr1	NG_052213.1
3001671	g1679	OXA-49	AY288523
3000533	g1680	macA	AY768531
3002656	g1681	APH(4)-Ib	X74325
3002621	g1682	aadA24	DQ677333
3002779	g1683	QnrB67	KC580656
3002465	g1684	LEN-18	AM850908
3001098	g1685	SHV-40	AF535128
3001428	g1686	OXA-34	AF350424
3003093	g1687	cphA3	AY112998
3001950	g1688	CTX-M-90	FJ907381
3002930	g1689	vanRO	KF478993.1
3001688	g1690	OXA-317	KF057034
3002042	g1691	CMY-31	EF622224
3000186	g1692	tetM	AB039845.1
3001006	g1693	TEM-143	DQ075245
3001540	g1694	OXA-353	KF297582
3002138	g1695	DHA-5	JF273491
3000999	g1697	TEM-135	AJ634602.1
3002519	g1698	OCH-6	AJ295344
3002954	g1699	vanXO	KF478993
3001848	g1700	ACT-28	KJ207206
3000602	g1701	Erm(39)	AY487229
3002166	g1702	MIR-1	M37839
3003207	g1703	FosK	AB917040
3002068	g1704	CMY-57	HQ285243
3001160	g1705	SHV-111	AB372881
3001803	g1706	OXA-142	EU358785
3002718	g1707	QnrB4	DQ303921
3000197	g1708	tet36	AJ514254
3000978	g1709	TEM-115	AF535127
3002993	g1711	AQU-1	AB765395
3002232	g1712	IMP-41	AB753458
3002961	g1713	vanYM	FJ349556
3001306	g1714	ErmW	D14532
3001785	g1715	OXA-73	AY762325
3001584	g1716	OXA-398	KM087842
3001693	g1717	OXA-230	JQ422054
3003009	g1719	ceoA	U97042
3000343	g1720	tap	AJ000283
3001375	g1722	TEM-184	FR848831
3002235	g1723	IMP-44	AB777501
3002947	g1724	vanHM	FJ349556
3000964	g1725	TEM-101	AF495873
3002158	g1726	FOX-4	AJ277535
3001127	g1727	SHV-73	AM176548
3001769	g1728	OXA-42	AJ488302
3001927	g1729	CTX-M-66	EF576988
3001676	g1730	OXA-235	JQ820240
3000318	g1731	mphB	D85892.1
3001190	g1732	SHV-151	JX121118
3001606	g1733	OXA-415	KJ865754
3002260	g1734	IND-4	AF219135
3002840	g1735	vatA	L07778
3002353	g1736	GES-24	AB901141
3002623	g1737	ANT(4')-Ia	EF540343
3001907	g1738	CTX-M-45	D89862
3001075	g1739	SHV-16	AF072684
3000922	g1740	TEM-53	AF104441
3001546	g1741	OXA-359	KF421162
3001086	g1742	SHV-28	AF299299
3001526	g1743	OXA-338	KF048909
3002702	g1744	cmrA	AF015087
3002215	g1746	IMP-24	EF192154
3002115	g1747	CMY-103	KF526116
3003112	g1748	lsaC	HM990671
3002209	g1749	IMP-18	JN596991
3001682	g1750	OXA-254	AB781687
3000599	g1751	Erm(33)	AJ313523.1
3001327	g1752	MdtK	CP014358.1
3001187	g1753	SHV-148	JX121115
3002913	g1754	vanO	KF478993
3001885	g1755	CTX-M-23	AF488377
3002106	g1756	CMY-93	KF992025
3000027	g1757	emrA	AP009048
3001514	g1758	OXA-326	KF203100
3002908	g1759	vanF	AF155139
3002750	g1760	QnrB35	JN173057
3001538	g1761	OXA-351	KF297580
3002616	g1762	aadA16	EU675686
3000590	g1763	NDM-2	JF703135
3001647	g1764	OXA-97	EF102240.1
3001795	g1765	OXA-56	AY445080
3002284	g1766	VIM-14	AY635904
3002433	g1767	OKP-A-16	FJ755840
3002002	g1768	CTX-M-144	KJ020573
3001975	g1769	CTX-M-115	KJ911020
3000989	g1770	TEM-127	AY368236
3000890	g1771	TEM-19	JX042489
3002611	g1772	aadA11	AY758206
3001966	g1774	CTX-M-106	HQ913565
3002796	g1775	QnrS7	KF730651
3001198	g1776	SHV-159	JX121126
3001661	g1777	OXA-177	HM113563
3002422	g1778	OKP-A-5	AM051143
3001875	g1779	CTX-M-12	AF305837
3001779	g1780	OXA-146	FJ194494
3000848	g1718	DIM-1	KC004136
3003041	g1607	Streptococcus_pneumoniae_PBP1a_conferring_resistance_to_amoxicillin	JN645776
3000573	g1773	tet(43)	GQ244501.1
3002523	g1781	AAC(2')-Ia	L06156
3000884	g1782	TEM-12	M88143
3002306	g1783	VIM-36	JX982635
3001522	g1784	OXA-334	KF203108
3000917	g1785	TEM-48	Y10280
3003033	g1786	mexY	AB015853
3003178	g1787	VIM-42	KP071470
3001825	g1788	ACT-6	FJ237366
3002759	g1789	QnrB44	NG_050507.1
3002945	g1790	vanHF	AF155139
3001030	g1791	TEM-164	EU274580
3002151	g1792	DHA-20	KM087848
3002145	g1793	DHA-14	KM087854
3003059	g1794	tmrB	AL009126.3
3002371	g1795	VEB-2	AY027870
3002130	g1796	CMY-119	KM087845
3002825	g1797	ErmY	AB014481
3001351	g1798	SHV-183	HG934764
3001014	g1799	TEM-147	DQ279850
3001167	g1800	SHV-120	JF812965
3002582	g1801	AAC(6')-Ib11	AY136758
3001468	g1802	OXA-168	HM488989
3002800	g1803	QnrVC3	HM015626
3001638	g1804	OXA-107	EF650033
3000995	g1805	TEM-131	AY436361
3001409	g1806	OXA-14	KJ420612.1
3001618	g1807	OXA-70	AY750912
3002719	g1809	QnrB5	DQ303919
3002285	g1810	VIM-15	EU419745
3002241	g1811	CARB-2	DQ157752
3000847	g1812	KHM-1	AB364006
3002184	g1813	MOX-4	FJ262599
3002597	g1814	AAC(6')-Ie-APH(2'')-Ia	GU565967.1
3001992	g1815	CTX-M-134	JX896165
3000880	g1816	TEM-8	X65252
3000118	g1817	vgaB	U82085
3003181	g1818	GES-26	KP096411
3000875	g1819	TEM-3	X64523.1
3002986	g1820	bacA	U00096.3
3002561	g1821	AAC(6')-Ir	AF031326
3002391	g1823	OXY-1-3	AY077482
3000866	g1824	oleI	DQ195535
3001889	g1825	CTX-M-27	AY156923
3003063	g1826	ykkC	AL009126
3001064	g1827	SHV-5	X55640
3002335	g1828	GES-6	AY494718
3002100	g1829	CMY-87	AB699171
3002639	g1830	APH(3'')-Ib	AF313472
3002589	g1831	AAC(6')-Iid	AJ584700
3002791	g1832	QnrS2	DQ485530
3001560	g1833	OXA-374	KF986255
3000961	g1834	TEM-94	AJ318094
3001666	g1836	OXA-201	HQ734812
3001920	g1837	CTX-M-59	DQ408762
3001824	g1838	ACT-5	FJ237369
3002614	g1839	aadA14	AJ884726.1
3002069	g1840	CMY-59	AB587082
3001621	g1841	OXA-76	AY949203
3001860	g1842	IMI-3	GU015024
3002667	g1843	rmtD	EU269034.2
3001648	g1844	OXA-128	EU375515
3001683	g1845	OXA-312	KF057029
3001951	g1846	CTX-M-91	GQ870432
3000074	g1847	emrB	U00096
3001936	g1848	CTX-M-75	GQ149244
3000449	g1850	FomB	AB016934
3002323	g1851	KPC-13	HQ342889
3002666	g1852	rmtF	JQ808129
3001415	g1853	OXA-20	CP000863.1
3000859	g1854	rmtA	AB083212
3001933	g1855	CTX-M-72	AY847148
3002735	g1856	QnrB20	AB379831
3002279	g1857	VIM-9	AY524988
3001573	g1858	OXA-387	KJ173478
3003193	g1859	QnrVC7	KM555152
3001465	g1860	OXA-165	HM488986
3002478	g1861	LEN-15	AF452105
3001640	g1862	OXA-109	EF650035
3002273	g1863	VIM-3	AF300454
3002080	g1864	CMY-67	JQ711185
3001819	g1865	ACC-5	HE819401
3002317	g1866	KPC-7	EU729727
3001976	g1867	CTX-M-116	JF966749
3000949	g1868	TEM-82	AF427128
3002401	g1869	OXY-2-6	AY077485
3001615	g1870	OXA-66	EF016356.1
3001575	g1871	OXA-389	KJ135346
3002968	g1872	vanXYL	EU250284
3002879	g1873	linG	DQ836009.1
3001481	g1874	OXA-196	HQ425494
3002176	g1875	MIR-11	KM087859
3002457	g1876	LEN-7	CXPA01000063.1
3002023	g1877	CMY-12	Y16785
3002494	g1878	SRT-2	AY524276
3002536	g1879	AAC(3)-IIIa	X55652
3000559	g1880	adeN	KF147862
3001705	g1881	OXA-72	GU199039.2
3001634	g1882	OXA-80	EU019535
3002141	g1883	DHA-10	KP050490
3001971	g1884	CTX-M-111	JF274243
3002471	g1886	LEN-24	AM850914
3000936	g1887	TEM-70	AF188199
3002175	g1888	MIR-10	KM087858
3002355	g1889	NDM-4	JQ348841
3000953	g1890	TEM-86	AJ277415
3002590	g1891	AAC(6')-Iih	AJ584701
3001609	g1892	OXA-114a	EU188842
3001174	g1893	SHV-127	GQ390809
3003003	g1895	CfxA3	AF472622
3002362	g1896	NDM-12	AB926431
3001565	g1898	OXA-379	KF986260
3002958	g1899	vanYF	AF155139
3001835	g1900	ACT-13	HE819402
3001913	g1901	CTX-M-51	DQ211987
3001807	g1902	OXA-246	KF711993
3000795	g1903	mdtE	AP009048.1
3001852	g1904	ACT-32	KM087835
3001842	g1905	ACT-21	KF526118
3001880	g1906	CTX-M-17	AY033516
3002931	g1907	vanSA	M97297
3002423	g1908	OKP-A-6	AM051144
3003199	g1909	AAC(6')-Iak	AB894482.1
3001995	g1910	CTX-M-136	KC351754
3002572	g1911	AAC(6')-Iad	AB119105
3002484	g1912	LRA-13	EU408352.1
3002869	g1913	dfrK	FN812951
3002387	g1914	BEL-3	GQ202694
3002058	g1915	CMY-47	HM046998
3001385	g1916	TEM-208	KC865667
3002631	g1918	spd	KC895984
3001085	g1919	SHV-27	AF293345
3002936	g1920	vanSF	AF155139
3000363	g1921	EreB	X03988.1
3000263	g1922	marA	AP009048.1
3002638	g1923	APH(3'')-Ia	X53527
3002911	g1924	vanM	FJ349556
3002045	g1926	CMY-34	EF394370
3001087	g1927	SHV-29	AF301532
3001796	g1928	OXA-50	AY306130
3001844	g1929	ACT-24	KJ207207
3001891	g1930	CTX-M-29	AY267213
3001017	g1931	TEM-150	AM183304
3002223	g1932	IMP-32	JQ002629
3001199	g1933	SHV-160	JX121127
3002838	g1934	lnuD	EF452177
3001905	g1936	CTX-M-43	DQ102702
3001768	g1937	OXA-118	AF371964
3000811	g1938	mtrD	AE002098.2
3002568	g1939	AAC(6')-Ix	AF031332
3002745	g1940	QnrB30	HM439650
3000378	g1925	MexB	L11616
3000561	g1917	tet(30)	AF090987
3000565	g1835	tet(38)	AY825285
3000165	g1808	tet(A)	AF534183.1
3000183	g1885	tet(Z)	AF121000.1
3001336	g1941	SHV-98	AM941844
3002006	g1944	CTX-M-148	KJ020574
3001107	g1945	SHV-50	AY288915
3001873	g1946	CTX-M-10	AY598759
3003168	g1947	CTX-M-160	KP050493.1
3001033	g1948	TEM-167	FJ360884
3003102	g1949	cphA6	AY227052
3002846	g1950	arr-1	AF001493
3000942	g1951	TEM-76	AF190694
3001396	g1952	OXA-1	JN420336.1
3001194	g1953	SHV-155	JX121122
3001020	g1954	TEM-154	FJ807656
3001424	g1955	OXA-29	AJ400619
3001858	g1956	IMI-1	U50278
3002288	g1957	VIM-18	AM778091
3002303	g1958	VIM-33	JX258134
3001830	g1959	ACT-7	FJ237368
3003052	g1960	smeB	AF173226
3000968	g1961	TEM-105	AF516720
3001781	g1962	OXA-47	AY237830
3001050	g1963	TEM-190	JN416112
3002236	g1964	IMP-45	KJ510410
3002461	g1965	LEN-11	FLES01000010.1
3001441	g1967	OXA-116	EU220744
3003156	g1968	SHV-189	KP050494
3001102	g1970	SHV-44	AY259119
3003021	g1971	dfrB2	DQ839391.1
3001454	g1972	OXA-149	GQ853680
3000974	g1973	TEM-111	AF468003
3003006	g1975	blt	L32599
3002558	g1977	AAC(6')-Ik	L29510
3001665	g1978	OXA-200	HQ734811
3003210	g1979	FosA4	AB908992
3001791	g1980	OXA-247	JX893517
3000010	g1981	vanA	M97297
3002200	g1982	IMP-9	AY033653
3002975	g1983	vanTN	JF802084
3001345	g1984	SHV-144	JQ926986
3001066	g1985	SHV-7	U20270
3001504	g1986	OXA-309	HF947514
3002707	g1987	QnrA1	DQ831141
3002018	g1988	CMY-7	AJ011291
3002095	g1990	CMY-82	KJ207203
3002894	g1991	otrC	AY509111
3002854	g1992	dfrA1	KJ541681.1
3002786	g1993	QnrB74	KJ415247
3002570	g1995	AAC(6')-Iz	AF140221
3002953	g1996	vanXM	FJ349556
3002827	g1997	tlrC	M57437
3001944	g1998	CTX-M-83	FJ214366
3001392	g1999	TEM-215	KP050492
3000894	g2000	TEM-24	X65253
3001675	g2001	OXA-250	HE963771
3001049	g2004	TEM-189	JN254627
3001949	g2005	CTX-M-89	FJ971899
3002218	g2006	IMP-27	JF894248
3001523	g2007	OXA-335	KF203109
3001185	g2008	SHV-145	JX013655
3002606	g2009	aadA6	AM087411
3001988	g2010	CTX-M-129	JX017364
3002773	g2011	QnrB60	AB734055
3001361	g2012	SHV-178	KF705209
3000603	g2013	Erm(41)	EU177504
3002134	g2015	DHA-3	AY494945
3001774	g2016	OXA-370	KF900153
3001899	g2017	CTX-M-37	AY649755
3002089	g2018	CMY-76	JQ733573
3001712	g2019	OXA-213	JN861781
3000190	g2020	tetO	M18896.2
3001203	g2021	SHV-165	JX121131
3001963	g2022	CTX-M-104	HQ833652
3001653	g2023	OXA-132	EU547447
3001816	g2024	ACC-2	AF180952
3000926	g2025	TEM-57	FJ405211
3001624	g2026	OXA-84	DQ309276
3002097	g2027	CMY-84	JQ733579
3002758	g2028	QnrB43	NG_050506.1
3000985	g2029	TEM-123	AY327539
3002543	g2030	AAC(3)-IXa	M55427
3001657	g2031	OXA-173	HM113559
3001923	g2032	CTX-M-62	EF219134
3000971	g2034	TEM-108	AF506748
3001878	g2035	CTX-M-15	AY044436
3001202	g2036	SHV-163	JX121130
3000193	g2037	tetT	L42544
3002327	g2038	KPC-17	KC465200
3003174	g2039	CARB-18	KJ934266
3000929	g2040	TEM-60	AF047171
3003147	g2041	OXA-424	KM588352
3002264	g2042	IND-8	GU186044
3002608	g2043	aadA8	AY139603
3002746	g2044	QnrB31	HQ418999
3002398	g2045	OXY-2-3	AY077488
3001510	g2047	OXA-322	KF203096
3001771	g2048	OXA-57	AJ631966
3002784	g2049	QnrB72	KC741443
3001519	g2050	OXA-331	KF203105
3003013	g2051	dfrA15	KF534911
3002640	g2052	APH(3'')-Ic	DQ336355
3002862	g2053	dfrA7	FJ854362
3002819	g2054	msrC	AF313494
3002510	g2055	LRA-3	EU408348
3003549	g2056	mdtO	AP009048.1
3001362	g2057	SHV-179	KF705208
3002812	g2058	pp-flo	D37826
3002418	g2059	OKP-A-1	AJ635401
3002874	g2060	FosC2	AB522969
3002277	g2061	VIM-7	AJ536835
3000319	g2062	mphC	AB013298.1
3000217	g2063	blaR1	EF540343.1
3001376	g2064	TEM-196	JQ034306
3002016	g2065	CMY-5	Y17716.1
3003028	g1966	lmrA	X59926.1
3002579	g2071	AAC(6')-Ib8	KF998105.1
3003665	g2072	NmcR	Z21956.1
3000862	g2079	sgm	NG_050600
3000024	g2081	patA	AE005672.3
3002613	g2087	aadA13	EU746499.1
3001062	g2103	SHV-3	KX092356.1
3003150	g2110	CARB-20	CP023709.1
3000025	g2112	patB	AE005672.3
3002644	g2114	APH(3')-IIa	V00618.1
3000876	g2115	TEM-4	LK391770.1
3002578	g2117	AAC(6')-Ib7	KR091911.1
3002489	g2119	LRA-10	EU408357.1
3002486	g2121	LRA-7	EU408356.1
3002831	g2123	vgaC	FN806792.1
3003037	g2130	opcM	U38944.1
3002047	g2134	CMY-36	EU331426.1
3001853	g2135	ACT-33	KM087834.1
3003589	g2138	NmcA	Z21956
3004611	g3306	Escherichia_coli_ampC1_beta-lactamase	FN649414.1
3003183	g2156	NDM-14	KM210086.1
3000856	g1942	BJP-1	CP011360.1
3001742	g3451	OXA-287	NG_050609.1
3003386	g29	Escherichia_coli_folP_with_mutation_conferring_resistance_to_sulfonamides	U00096.3
3000463	g1994	gimA	AJ223970
3000822	g2003	pmrA	AE007317.1
3000478	g2046	tet(33)	AJ420072.1
3000481	g1969	tet(35)	AF353562.1
3003578	g2014	PmrF	U00096
3003390	g3	Escherichia_coli_ompF_with_mutation_conferring_resistance_to_beta-lactam_antibiotics	U00096.3
3002672	g2002	Bacillus_pumilus_cat86	K00544
3000817	g2033	mtrR	CP001050.1
3003285	g90	Staphylococcus_aureus_rpoB_mutants_conferring_resistance_to_rifampicin	BX571856.1
3003303	g111	Escherichia_coli_gyrB_conferring_resistance_to_aminocoumarin	AP009048
3003326	g196	Mycobacterium_tuberculosis_embB_mutant_conferring_resistance_to_ethambutol	AL123456
3003315	g335	Staphylococcus_aureus_parE_conferring_resistance_to_fluoroquinolones	BX571856.1
3003448	g366	Mycobacterium_tuberculosis_iniA_mutant_conferring_resistance_to_Ethambutol	AL123456
3003323	g462	Staphylococcus_aureus_pgsA_mutations_conferring_resistance_to_daptomycin	BA000033.2
3003470	g489	Mycobacterium_tuberculosis_gidB_mutation_conferring_resistance_to_streptomycin	AL123456
3003451	g505	Mycobacterium_tuberculosis_iniC_mutant_conferring_resistance_to_ethambutol	AL123456
3003380	g597	Klebsiella_pneumoniae_ramR_mutants	CP000647.1
3003305	g2148	Ureaplasma_urealyticum__gyrB_conferring_resistance_to_fluoroquinolones	NC_011374.1
3003288	g627	Escherichia_coli_rpoB_mutants_conferring_resistance_to_rifampicin	BA000007.3
3003078	g756	Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance	CP003583
3003291	g794	Staphylococcus_aureus_rpoC_conferring_resistance_to_daptomycin	BX571856.1
3003465	g821	Mycobacterium_tuberculosis_embB_with_mutation_conferring_resistance_to_rifampicin	AE000516
3003394	g851	Mycobacterium_tuberculosis_pncA_mutations_conferring_resistance_to_pyrazinamide	AL123456
3003297	g984	Bartonella_bacilliformis_gyrA_conferring_resistance_to_fluoroquinolones	AF469609
3003319	g1001	Staphylococcus_aureus_mprF_with_mutation_conferring_resistance_to_daptomycin	HM140977
3003287	g1088	Staphylococcus_aureus_rpoB_mutants_conferring_resistance_to_daptomycin	BX571856.1
3003079	g1108	Enterococcus_faecium_liaS_mutant_conferring_daptomycin_resistance	CP003583
3003296	g1166	Staphylococcus_aureus_gyrA_conferring_resistance_to_fluoroquinolones	NC_009641.1
3003092	g1175	Enterococcus_faecium_cls_conferring_resistance_to_daptomycin	CP013009.1
3003392	g1176	Mycobacterium_tuberculosis_katG_mutations_conferring_resistance_to_isoniazid	AL123456.3
3003395	g1197	Mycobacterium_tuberculosis_rpsL_mutations_conferring_resistance_to_Streptomycin	AE000516
3003461	g1203	Mycobacterium_tuberculosis_ndh_with_mutation_conferring_resistance_to_isoniazid	AL123456.3
3003283	g1237	Mycobacterium_tuberculosis_rpoB_mutants_conferring_resistance_to_rifampicin	AL123456.3
3003074	g1301	Staphylococcus_aureus_cls_conferring_resistance_to_daptomycin	CP000253.1
3003585	g1320	Klebsiella_mutant_PhoP_conferring_antibiotic_resistance_to_colistin	FO834906.1
3003455	g1339	Mycobacterium_tuberculosis_embR_mutant_conferring_resistance_to_ethambutol	AL123456.3
3003453	g1354	Mycobacterium_tuberculosis_embA_mutant_conferring_resistance_to_ethambutol	CP003248
3003302	g1360	Bartonella_bacilliformis_gyrB_conferring_resistance_to_aminocoumarin	CP000524.1
3000464	g1395	Neisseria_gonorrhoeae_porin_PIB_(por)	U75641
3003327	g1432	Mycobacterium_tuberculosis_embC_mutant_conferring_resistance_to_ethambutol	CP003248
3003393	g1574	Mycobacterium_tuberculosis_inhA_mutations_conferring_resistance_to_isoniazid	AL123456
3003304	g1710	Mycobacterium_leprae_gyrB_conferring_resistance_to_fluoroquinolones	AL450380
3003301	g1822	Staphylococcus_aureus_gyrB_conferring_resistance_to_aminocoumarin	BX571856.1
3003445	g1849	Mycobacterium_tuberculosis_tlyA_mutations_conferring_resistance_to_aminoglycosides	AE000516
3003295	g1935	Mycobacterium_tuberculosis_gyrA_conferring_resistance_to_fluoroquinolones	AL123456
3003463	g1943	Mycobacterium_tuberculosis_kasA_mutant_conferring_resistance_to_isoniazid	AL123456
3003223	g2068	Escherichia_coli_16S_rRNA_mutation_conferring_resistance_to_edeine	U00096
3003481	g2070	Mycobacterium_tuberculosis_16S_rRNA_mutation_conferring_resistance_to_amikacin	AL123456.3
3003402	g2069	Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_neomycin	U00096
3003397	g2073	Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_G418	U00096
3003512	g2074	Salmonella_enterica_16S_rRNA_(rrsD)_mutation_conferring_resistance_to_spectinomycin	AE006468
3003495	g2076	Neisseria_gonorrhoeae_16S_rRNA_mutation_conferring_resistance_to_spectinomycin	CP020418
3003459	g2109	Mycobacterium_tuberculosis_gyrB_mutant_conferring_resistance_to_fluoroquinolones	X78888.1
3003368	g2137	Escherichia_coli_EF-Tu_mutants_conferring_resistance_to_kirromycin	AH002539.2
3003369	g2158	Escherichia_coli_EF-Tu_mutants_conferring_resistance_to_Pulvomycin	AE014075.1
3003515	g2078	Mycobacteroides_chelonae_16S_rRNA_mutation_conferring_resistance_to_kanamycin_A	NR_114659.1
3003357	g2124	Clostridioides_difficile_EF-Tu_mutants_conferring_resistance_to_elfamycin	CP012325.1
3003544	g2077	Mycolicibacterium_smegmatis_16S_rRNA_(rrsA)_mutation_conferring_resistance_to_neomycin	NC_008596.1
3003294	g1545	Escherichia_coli_gyrA_conferring_resistance_to_fluoroquinolones	U00096.3
3003381	g1005	Escherichia_coli_soxR_with_mutation_conferring_antibiotic_resistance	U00096
3003316	g1055	Escherichia_coli_parE_conferring_resistance_to_fluoroquinolones	AP009048.1
3003312	g212	Staphylococcus_aureus_parC_conferring_resistance_to_fluoroquinolones	NC_002951.2
3003511	g2066	Escherichia_coli_soxS_with_mutation_conferring_antibiotic_resistance	U00096.3
3003373	g1989	Klebsiella_pneumoniae_acrR_with_mutation_conferring_multidrug_antibiotic_resistance	CP000647
3003306	g535	Morganella_morganii_gyrB_conferring_resistance_to_fluoroquinolones	CP004345.1
3003389	g1721	Mycobacterium_leprae_folP_with_mutation_conferring_resistance_to_dapsone	AL450380
3003458	g100	Mycobacterium_tuberculosis_ethA_with_mutation_conferring_resistance_to_ethionamide	AE000516.2
3003298	g36	Mycobacterium_leprae_gyrA_conferring_resistance_to_fluoroquinolones	AL450380
3003307	g1696	Salmonella_serovars_gyrB_conferring_resistance_to_fluoroquinolones	AE006468.2
3003317	g1323	Salmonella_serovars_parE_conferring_resistance_to_fluoroquinolones	AE006468.2
3003383	g1671	Salmonella_serovars_soxS_with_mutation_conferring_antibiotic_resistance	AE006468.2
3003077	g953	Enterococcus_faecalis_liaF_mutant_conferring_daptomycin_resistance	AE016830.1
3003314	g1135	Staphylococcus_aureus_parE_conferring_resistance_to_aminocoumarin	D67075.1
3003387	g570	Streptococcus_pyogenes_folP_with_mutation_conferring_resistance_to_sulfonamides	AE009949
3003378	g431	Escherichia_coli_marR_mutant_conferring_antibiotic_resistance	U00096
3003385	g1441	Klebsiella_aerogenes_Omp36	AF335467
3003377	g2085	Escherichia_coli_16S_rRNA_(rrnB)_mutation_conferring_resistance_to_spectinomycin	U00096
3003403	g2097	Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_paromomycin	U00096
3003408	g2113	Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_tobramycin	U00096
3003493	g2116	Pasteurella_multocida_16S_rRNA_mutation_conferring_resistance_to_spectinomycin	NC_002663.1
3003370	g2147	Escherichia_coli_EF-Tu_mutants_conferring_resistance_to_Enacyloxin_IIa	U00096.3
3003376	g2129	Escherichia_coli_16S_rRNA_(rrsB)_mutation_conferring_resistance_to_spectinomycin	U00096
3003480	g2131	Mycobacterium_tuberculosis_16S_rRNA_mutation_conferring_resistance_to_streptomycin	AL123456.3
3004601	g3301	LnuP	FJ589781.1
